region,06.02.2021,05.02.2021,04.02.2021,03.02.2021,02.02.2021,01.02.2021,31.01.2021,30.01.2021,29.01.2021,28.01.2021,27.01.2021,26.01.2021,25.01.2021,24.01.2021,23.01.2021,22.01.2021,21.01.2021,20.01.2021,19.01.2021,18.01.2021,17.01.2021,16.01.2021,15.01.2021,14.01.2021,13.01.2021,12.01.2021,11.01.2021,10.01.2021,09.01.2021,08.01.2021,07.01.2021,06.01.2021,05.01.2021,04.01.2021,03.01.2021,02.01.2021,01.01.2021,31.12.2020,30.12.2020,29.12.2020,28.12.2020,27.12.2020,26.12.2020,25.12.2020,24.12.2020,23.12.2020,22.12.2020,21.12.2020,20.12.2020,19.12.2020,18.12.2020,17.12.2020,16.12.2020,15.12.2020,14.12.2020,13.12.2020,12.12.2020,11.12.2020,10.12.2020,09.12.2020,08.12.2020,07.12.2020,06.12.2020,05.12.2020,04.12.2020,03.12.2020,02.12.2020,01.12.2020,30.11.2020,29.11.2020,28.11.2020,27.11.2020,26.11.2020,25.11.2020,24.11.2020,23.11.2020,22.11.2020,21.11.2020,20.11.2020,19.11.2020,18.11.2020,17.11.2020,16.11.2020,15.11.2020,14.11.2020,13.11.2020,12.11.2020,11.11.2020,10.11.2020,09.11.2020,08.11.2020,07.11.2020,06.11.2020,05.11.2020,04.11.2020,03.11.2020,02.11.2020,01.11.2020,31.10.2020,30.10.2020,29.10.2020,28.10.2020,27.10.2020,26.10.2020,25.10.2020,24.10.2020,23.10.2020,22.10.2020,21.10.2020,20.10.2020,19.10.2020,18.10.2020,17.10.2020,16.10.2020,15.10.2020,14.10.2020,13.10.2020,12.10.2020,11.10.2020,10.10.2020,09.10.2020,08.10.2020,07.10.2020,06.10.2020,05.10.2020,04.10.2020,03.10.2020,02.10.2020,01.10.2020,30.09.2020,29.09.2020,28.09.2020,27.09.2020,26.09.2020,25.09.2020,24.09.2020,23.09.2020,22.09.2020,21.09.2020,20.09.2020,19.09.2020,18.09.2020,17.09.2020,16.09.2020,15.09.2020,14.09.2020,13.09.2020,12.09.2020,11.09.2020,10.09.2020,09.09.2020,08.09.2020,07.09.2020,06.09.2020,05.09.2020,04.09.2020,03.09.2020,02.09.2020,01.09.2020,31.08.2020,30.08.2020,29.08.2020,28.08.2020,27.08.2020,26.08.2020,25.08.2020,24.08.2020,23.08.2020,22.08.2020,21.08.2020,20.08.2020,19.08.2020,18.08.2020,17.08.2020,16.08.2020,15.08.2020,14.08.2020,13.08.2020,12.08.2020,11.08.2020,10.08.2020,09.08.2020,08.08.2020,07.08.2020,06.08.2020,05.08.2020,04.08.2020,03.08.2020,02.08.2020,01.08.2020,31.07.2020,30.07.2020,29.07.2020,28.07.2020,27.07.2020,26.07.2020,25.07.2020,24.07.2020,23.07.2020,22.07.2020,21.07.2020,20.07.2020,19.07.2020,18.07.2020,17.07.2020,16.07.2020,15.07.2020,14.07.2020,13.07.2020,12.07.2020,11.07.2020,10.07.2020,09.07.2020,08.07.2020,07.07.2020,06.07.2020,05.07.2020,04.07.2020,03.07.2020,02.07.2020,01.07.2020,30.06.2020,29.06.2020,28.06.2020,27.06.2020,26.06.2020,25.06.2020,24.06.2020,23.06.2020,22.06.2020,21.06.2020,20.06.2020,19.06.2020,18.06.2020,17.06.2020,16.06.2020,15.06.2020,14.06.2020,13.06.2020,12.06.2020,11.06.2020,10.06.2020,09.06.2020,08.06.2020,07.06.2020,06.06.2020,05.06.2020,04.06.2020,03.06.2020,02.06.2020,01.06.2020,31.05.2020,30.05.2020,29.05.2020,28.05.2020,27.05.2020,26.05.2020,25.05.2020,24.05.2020,23.05.2020,22.05.2020,21.05.2020,20.05.2020,19.05.2020,18.05.2020,17.05.2020,16.05.2020,15.05.2020,14.05.2020,13.05.2020,12.05.2020,11.05.2020,10.05.2020,09.05.2020,08.05.2020,07.05.2020,06.05.2020,05.05.2020,04.05.2020,03.05.2020,02.05.2020,01.05.2020,30.04.2020,29.04.2020,28.04.2020,27.04.2020,26.04.2020,25.04.2020,24.04.2020,23.04.2020,22.04.2020,21.04.2020,20.04.2020,19.04.2020,18.04.2020,17.04.2020,16.04.2020,15.04.2020,14.04.2020,13.04.2020,12.04.2020,11.04.2020,10.04.2020,09.04.2020,08.04.2020,07.04.2020,06.04.2020,05.04.2020,04.04.2020,03.04.2020,02.04.2020,01.04.2020,31.03.2020,30.03.2020,29.03.2020,28.03.2020,27.03.2020,26.03.2020
Омская область,38244,38076,37914,37753,37590,37421,37247,37070,36887,36650,36484,36321,36163,35964,35746,35527,35299,35070,34835,34598,34355,34110,33862,33615,33370,33130,32889,32644,32397,32148,31898,31646,31392,31137,30881,30623,30368,30111,29857,29605,29352,29105,28866,28623,28379,28139,27898,27658,27416,27177,26935,26695,26454,26214,25971,25729,25488,25245,25001,24759,24516,24275,24032,23788,23545,23300,23053,22807,22563,22318,22074,21832,21592,21354,21117,20882,20649,20415,20179,19946,19711,19479,19250,19024,18801,18574,18350,18124,17899,17676,17456,17235,17016,16801,16590,16385,16183,15982,15783,15585,15388,15196,15006,14815,14625,14436,14251,14070,13891,13718,13545,13374,13205,13037,12872,12714,12559,12407,12258,12111,11968,11836,11719,11610,11509,11410,11311,11213,11117,11028,10938,10853,10765,10679,10597,10521,10449,10376,10307,10249,10190,10140,10088,10040,10006,9962,9930,9885,9830,9779,9724,9670,9614,9560,9507,9458,9412,9369,9324,9282,9241,9197,9154,9115,9085,9070,9043,8999,8950,8893,8839,8776,8684,8590,8491,8388,8281,8175,8067,7961,7856,7748,7636,7531,7424,7318,7209,7102,6990,6882,6768,6643,6524,6413,6298,6184,6077,5969,5854,5725,5607,5503,5395,5286,5172,5066,4949,4844,4751,4656,4563,4469,4374,4285,4202,4120,4036,3950,3863,3780,3701,3615,3533,3455,3372,3297,3236,3184,3100,3018,2920,2821,2727,2624,2535,2437,2340,2247,2148,2063,1977,1930,1851,1776,1718,1676,1595,1540,1482,1437,1411,1387,1318,1268,1226,1139,1097,1044,985,925,838,764,717,652,599,534,476,436,389,355,332,302,279,245,223,208,197,191,161,127,116,107,97,87,82,71,62,58,54,53,45,41,36,33,31,26,23,22,20,20,19,17,17,15,15,14,10,10,10,9,9,7,3,3,3,0,0,0
Оренбургская область,35008,34859,34709,34555,34401,34245,34085,33922,33757,33589,33420,33250,33075,32904,32732,32560,32386,32212,32041,31868,31696,31523,31347,31176,31008,30838,30669,30499,30335,30165,29993,29819,29642,29464,29285,29104,28922,28742,28561,28379,28199,28023,27846,27667,27488,27310,27134,26959,26782,26605,26427,26248,26069,25888,25705,25526,25346,25167,24985,24805,24626,24448,24268,24089,23908,23727,23544,23361,23179,22995,22810,22624,22439,22255,22070,21885,21697,21508,21318,21129,20940,20753,20565,20377,20187,19997,19808,19618,19427,19238,19049,18862,18674,18488,18302,18117,17933,17749,17567,17387,17210,17033,16857,16683,16509,16337,16166,15995,15825,15657,15489,15320,15151,14981,14811,14644,14485,14332,14185,14043,13906,13776,13651,13532,13415,13298,13183,13072,12963,12854,12747,12642,12539,12438,12336,12231,12129,12027,11927,11827,11729,11628,11529,11428,11328,11228,11130,11034,10938,10843,10750,10659,10570,10479,10387,10295,10205,10117,10030,9944,9861,9778,9694,9610,9524,9437,9348,9258,9167,9074,8981,8885,8787,8687,8585,8483,8378,8274,8169,8066,7962,7858,7757,7656,7553,7450,7345,7239,7131,7021,6915,6809,6702,6594,6485,6374,6264,6154,6042,5929,5815,5701,5586,5470,5352,5237,5126,5018,4910,4808,4708,4610,4515,4427,4339,4253,4170,4088,4007,3929,3853,3777,3700,3626,3562,3499,3439,3377,3310,3245,3181,3125,3067,3007,2948,2890,2830,2768,2705,2643,2580,2521,2461,2397,2331,2267,2204,2141,2085,2032,1979,1925,1871,1826,1772,1718,1664,1610,1566,1524,1482,1437,1392,1350,1312,1278,1243,1208,1178,1089,1039,986,937,895,847,798,767,728,700,619,591,569,520,493,456,391,377,361,305,277,254,226,184,184,140,120,82,54,53,45,25,25,25,22,22,14,14,12,12,12,12,7,7,7,6,6,4,4
Орловская область,27671,27518,27363,27204,27046,26884,26721,26560,26398,26235,26070,25901,25733,25563,25391,25220,25047,24873,24696,24520,24345,24165,23985,23806,23630,23453,23275,23101,22926,22754,22581,22409,22234,22061,21890,21716,21544,21369,21191,21014,20840,20662,20480,20300,20117,19936,19761,19582,19402,19225,19046,18870,18691,18511,18336,18159,17983,17810,17639,17469,17305,17140,16978,16820,16668,16517,16364,16213,16065,15919,15772,15627,15483,15342,15199,15057,14914,14774,14634,14495,14354,14215,14080,13950,13818,13684,13548,13415,13280,13146,13013,12881,12747,12614,12489,12360,12232,12102,11973,11846,11721,11599,11479,11357,11236,11120,11006,10889,10773,10653,10484,10360,10240,10122,10005,9891,9775,9665,9553,9434,9324,9224,9126,9027,8933,8848,8777,8707,8642,8580,8518,8458,8403,8346,8290,8233,8181,8128,8076,8025,7975,7925,7874,7826,7774,7723,7675,7624,7575,7525,7476,7427,7377,7326,7278,7228,7179,7131,7080,7029,6982,6936,6889,6849,6808,6769,6727,6681,6636,6597,6558,6520,6479,6436,6396,6355,6310,6250,6170,6068,6016,5966,5923,5885,5848,5812,5776,5741,5707,5675,5645,5614,5582,5552,5523,5493,5468,5447,5425,5403,5378,5349,5318,5280,5240,5198,5153,5113,5069,5020,4974,4930,4883,4840,4795,4741,4684,4644,4610,4579,4544,4513,4480,4437,4396,4358,4318,4281,4241,4186,4128,4068,4003,3929,3858,3791,3681,3559,3473,3392,3283,3181,3092,2967,2870,2760,2649,2528,2443,2372,2341,2300,2225,2147,2082,2023,1942,1867,1808,1740,1679,1647,1598,1549,1517,1449,1381,1329,1264,1207,1148,1087,1023,973,923,865,813,756,681,662,594,562,525,498,460,407,363,321,296,249,238,198,175,132,119,85,73,41,41,34,29,29,24,17,12,12,7,6,6,3,3,3,3,3,3,3,3,2
Пензенская область,34011,33795,33581,33371,33149,32931,32711,32488,32262,32038,31813,31583,31360,31140,30918,30689,30461,30225,29994,29767,29542,29314,29084,28865,28653,28446,28251,28055,27857,27655,27450,27249,27046,26849,26649,26445,26244,26048,25849,25647,25451,25254,25053,24854,24654,24451,24253,24058,23868,23679,23485,23290,23097,22909,22727,22547,22364,22177,21986,21798,21614,21437,21261,21076,20895,20722,20551,20384,20221,20056,19892,19726,19566,19402,19239,19074,18912,18751,18584,18421,18256,18092,17926,17766,17602,17440,17273,17108,16945,16775,16607,16437,16266,16091,15918,15749,15587,15423,15258,15090,14920,14752,14583,14412,14243,14066,13891,13719,13555,13389,13223,13063,12899,12734,12574,12424,12279,12138,12005,11877,11767,11660,11555,11454,11357,11267,11174,11078,10980,10883,10788,10696,10607,10522,10433,10342,10249,10154,10061,9969,9875,9778,9679,9582,9484,9389,9296,9211,9121,9029,8932,8836,8742,8645,8547,8454,8364,8279,8200,8125,8057,7994,7929,7863,7801,7742,7688,7638,7590,7540,7495,7448,7399,7348,7301,7257,7208,7156,7101,7048,6999,6954,6906,6855,6801,6749,6699,6645,6594,6545,6499,6452,6409,6364,6324,6286,6244,6198,6154,6109,6068,6028,5991,5954,5919,5883,5844,5803,5768,5733,5699,5663,5628,5558,5486,5418,5347,5268,5193,5118,5045,4970,4893,4819,4739,4664,4593,4523,4451,4380,4307,4224,4151,4076,4006,3915,3823,3729,3634,3535,3432,3317,3191,3053,2943,2845,2759,2669,2585,2502,2417,2332,2245,2155,2066,1980,1892,1803,1709,1612,1510,1400,1317,1245,1172,1101,1041,985,924,879,837,802,764,723,678,635,601,569,539,512,481,448,404,364,322,283,261,255,232,211,196,180,165,140,140,119,107,100,84,84,67,67,67,52,52,51,32,27,27,27,16,16,12,7,7,2,2,2
Пермский край,41481,41201,40924,40645,40366,40085,39801,39515,39228,38939,38651,38361,38069,37772,37477,37183,36887,36590,36292,35995,35700,35404,35106,34812,34522,34236,33949,33664,33374,33086,32796,32503,32208,31907,31599,31279,30956,30629,30298,29973,29641,29311,28978,28647,28315,27985,27650,27318,26988,26655,26326,25995,25666,25339,25019,24703,24385,24071,23756,23444,23130,22821,22514,22206,21900,21591,21284,20980,20682,20382,20083,19782,19484,19189,18890,18594,18298,18006,17717,17431,17159,16902,16657,16418,16187,15965,15755,15554,15354,15158,14965,14774,14588,14406,14226,14050,13879,13711,13541,13374,13209,13047,12888,12734,12579,12426,12277,12133,11994,11862,11734,11607,11482,11363,11248,11137,11028,10922,10818,10719,10621,10525,10430,10336,10248,10161,10077,9991,9908,9827,9747,9671,9596,9523,9448,9374,9299,9225,9153,9083,9012,8944,8877,8810,8746,8685,8627,8570,8511,8454,8394,8335,8275,8219,8160,8102,8042,7983,7923,7866,7811,7753,7697,7638,7580,7523,7468,7409,7349,7292,7234,7172,7111,7047,6982,6915,6847,6777,6705,6637,6572,6505,6436,6368,6296,6227,6159,6088,6018,5933,5864,5794,5722,5651,5578,5502,5429,5354,5283,5211,5142,5069,4982,4893,4803,4705,4618,4543,4474,4403,4342,4282,4225,4155,4069,4017,3964,3911,3857,3801,3743,3691,3637,3581,3529,3474,3416,3355,3266,3202,3136,3069,3001,2937,2872,2805,2755,2687,2580,2506,2434,2360,2267,2202,2135,2067,2011,1962,1911,1839,1782,1713,1656,1586,1539,1495,1451,1410,1367,1324,1277,1226,1178,1125,1073,1024,973,921,871,829,781,753,743,735,719,699,673,648,630,595,556,524,500,481,471,454,434,373,318,287,266,237,215,198,170,144,132,114,87,60,60,45,45,41,32,32,21,21,21,21,20,13,13,13,11,11,10,10
Приморский край,37567,37370,37171,36967,36760,36548,36338,36127,35912,35700,35487,35271,35053,34835,34615,34394,34171,33945,33717,33486,33251,33014,32774,32539,32312,32082,31849,31618,31384,31148,30918,30686,30451,30220,29988,29758,29522,29287,29048,28810,28573,28333,28094,27853,27615,27379,27139,26900,26663,26422,26184,25944,25700,25461,25219,24981,24740,24503,24264,24029,23791,23551,23315,23081,22844,22612,22377,22148,21916,21685,21457,21227,20994,20763,20534,20302,20075,19844,19616,19386,19160,18937,18719,18504,18293,18079,17862,17647,17435,17227,17016,16809,16599,16391,16181,15974,15769,15567,15369,15172,14980,14793,14613,14432,14253,14086,13941,13811,13688,13563,13443,13328,13218,13110,13006,12905,12807,12713,12621,12532,12448,12367,12284,12204,12123,12044,11970,11898,11823,11752,11679,11609,11540,11472,11401,11332,11262,11194,11126,11055,10985,10910,10839,10771,10701,10633,10564,10493,10422,10354,10284,10212,10137,10064,9988,9910,9836,9759,9681,9603,9524,9442,9364,9284,9202,9123,9042,8959,8875,8789,8703,8616,8527,8438,8348,8257,8164,8073,7981,7890,7797,7703,7607,7510,7414,7316,7216,7117,7019,6918,6816,6712,6608,6500,6390,6281,6170,6060,5948,5838,5734,5640,5548,5460,5380,5305,5236,5174,5118,5064,5010,4959,4904,4849,4792,4732,4667,4602,4533,4458,4383,4306,4226,4144,4063,3980,3895,3811,3728,3643,3553,3464,3373,3270,3169,3065,2977,2886,2787,2702,2609,2552,2500,2442,2375,2313,2262,2211,2155,2103,2049,1995,1943,1893,1836,1779,1735,1695,1646,1595,1542,1495,1446,1402,1339,1268,1197,1110,1057,1008,955,907,856,808,763,727,684,635,547,494,455,430,403,367,347,302,278,254,220,185,166,104,97,80,67,49,40,36,32,28,24,23,20,20,15,8,7,7,7,7,5,5,4,2,2,2,2,2
Псковская область,30038,29875,29751,29650,29608,29493,29328,29178,29007,28871,28773,28710,28565,28473,28292,28129,27934,27802,27605,27422,27212,26941,26757,26483,26284,26039,25810,25571,25366,25183,25016,24755,24513,24318,24073,23868,23598,23295,22903,22508,22114,21718,21320,20895,20479,20037,19621,19223,18829,18434,18041,17666,17309,16950,16602,16274,15945,15615,15318,15047,14712,14428,14178,13298,13100,12901,12702,12507,12312,12118,11923,11738,11558,11380,11205,11035,10866,10699,10530,10367,10202,10035,9865,9705,9555,9403,9255,9118,8988,8859,8774,8646,8519,8401,8281,8155,8035,7918,7799,7682,7572,7457,7341,7231,7121,7011,6902,6805,6707,6622,6524,6435,6349,6274,6208,6144,6080,6019,5956,5900,5855,5818,5769,5719,5661,5611,5562,5514,5476,5446,5412,5398,5361,5320,5276,5244,5219,5196,5172,5133,5091,5057,5030,5001,4982,4968,4947,4915,4877,4859,4832,4812,4791,4766,4745,4711,4685,4662,4638,4635,4603,4581,4557,4527,4499,4458,4434,4384,4350,4314,4279,4242,4215,4190,4143,4109,4070,4038,4001,3982,3961,3928,3908,3889,3869,3839,3835,3834,3797,3761,3728,3686,3646,3633,3618,3582,3554,3534,3486,3454,3437,3421,3402,3372,3354,3327,3291,3257,3245,3214,3198,3172,3137,3109,3082,3044,3018,2967,2932,2875,2830,2757,2722,2667,2609,2564,2527,2458,2414,2353,2278,2183,2088,2047,1996,1901,1838,1740,1635,1535,1425,1366,1306,1269,1232,1163,1131,1066,954,910,887,824,765,723,671,629,608,592,566,543,513,494,461,451,424,405,386,367,351,339,328,308,293,277,270,243,226,214,196,195,177,153,149,142,128,124,110,93,81,66,62,58,52,44,42,37,32,27,21,21,16,16,16,16,14,14,10,9,9,9,9,9,9,9,6,6,6,6
Республика Адыгея,13276,13239,13199,13160,13122,13082,13035,12990,12941,12895,12844,12796,12746,12690,12638,12580,12523,12468,12406,12343,12278,12211,12146,12078,12008,11936,11867,11796,11726,11650,11575,11497,11420,11341,11261,11184,11103,11025,10945,10856,10767,10676,10586,10494,10404,10313,10223,10128,10034,9942,9847,9744,9647,9542,9440,9337,9237,9133,9032,8927,8829,8730,8635,8534,8436,8342,8245,8145,8049,7951,7859,7773,7690,7611,7533,7452,7370,7290,7213,7134,7053,6975,6899,6828,6753,6679,6602,6527,6453,6381,6310,6241,6169,6098,6028,5960,5899,5834,5770,5701,5633,5561,5491,5421,5346,5273,5195,5121,5049,4982,4918,4857,4802,4749,4699,4648,4601,4556,4513,4475,4434,4392,4348,4308,4266,4227,4186,4149,4114,4080,4051,4019,3989,3956,3925,3897,3873,3847,3824,3799,3775,3753,3730,3710,3689,3669,3650,3630,3609,3587,3567,3546,3522,3500,3480,3461,3440,3420,3405,3386,3364,3346,3327,3308,3291,3273,3254,3234,3214,3195,3179,3161,3144,3129,3113,3095,3076,3055,3035,3016,2995,2975,2955,2930,2906,2880,2855,2830,2803,2775,2747,2714,2679,2642,2604,2568,2530,2496,2470,2436,2411,2384,2364,2344,2326,2308,2291,2275,2258,2242,2224,2205,2187,2167,2145,2121,2094,2068,2039,1981,1935,1898,1847,1795,1746,1712,1682,1647,1607,1569,1541,1511,1484,1446,1415,1389,1340,1311,1278,1251,1213,1158,1115,1069,1025,995,962,937,904,890,874,854,813,794,783,759,721,696,671,622,591,561,525,461,430,398,347,307,276,271,252,241,224,220,212,206,202,190,185,178,168,165,163,154,150,142,134,119,117,114,113,108,100,91,84,79,43,27,27,20,20,20,20,13,13,13,13,7,7,5,5,4,4,4,1,1,0,0
Республика Алтай,15621,15575,15532,15484,15462,15461,15427,15395,15340,15273,15196,15174,15165,15119,15060,15017,14947,14883,14849,14820,14750,14660,14580,14508,14432,14377,14353,14289,14214,14181,14125,14066,14019,13990,13978,13972,13901,13822,13753,13719,13687,13624,13528,13429,13331,13240,13183,13122,13026,12941,12844,12729,12652,12597,12520,12427,12328,12225,12118,12014,11939,11893,11817,11714,11604,11501,11394,11340,11278,11167,11045,10906,10766,10675,10587,10462,10337,10215,10095,9963,9832,9702,9623,9527,9415,9292,9157,9033,8908,8808,8681,8545,8438,8275,8111,7940,7829,7645,7449,7271,7099,6902,6758,6611,6464,6272,6080,5861,5702,5542,5345,5212,5079,4960,4874,4772,4638,4595,4514,4407,4296,4193,4095,4007,3940,3854,3769,3682,3598,3532,3478,3427,3320,3242,3177,3113,3048,2978,2946,2868,2798,2746,2681,2640,2584,2563,2514,2477,2422,2391,2364,2323,2319,2288,2252,2228,2209,2181,2157,2142,2125,2108,2086,2075,2041,2020,2014,1992,1959,1926,1903,1884,1870,1833,1818,1799,1775,1750,1739,1731,1724,1709,1693,1672,1661,1643,1636,1631,1606,1579,1551,1529,1498,1476,1462,1437,1419,1387,1351,1331,1304,1276,1239,1217,1197,1154,1139,1111,1099,1053,1036,993,962,936,891,869,849,808,777,745,681,650,617,597,561,522,511,483,466,436,421,396,336,334,300,279,275,256,243,220,212,204,190,180,172,163,156,154,138,133,132,122,116,110,109,105,104,102,95,92,92,88,82,81,78,75,69,65,63,60,56,54,52,51,41,40,38,37,36,36,35,33,32,30,27,27,15,14,9,9,8,8,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Республика Башкортостан,25239,25073,24909,24744,24577,24412,24247,24080,23912,23745,23577,23410,23242,23074,22906,22738,22570,22403,22235,22068,21902,21735,21569,21402,21235,21068,20901,20736,20571,20407,20242,20077,19910,19742,19572,19403,19234,19064,18897,18728,18562,18395,18231,18066,17904,17741,17580,17418,17260,17101,16944,16785,16629,16472,16317,16163,16012,15859,15710,15560,15412,15265,15121,14975,14833,14689,14548,14406,14264,14126,13987,13852,13715,13581,13446,13318,13187,13061,12933,12809,12684,12565,12444,12328,12210,12096,11981,11871,11758,11653,11547,11446,11343,11244,11148,11051,10956,10863,10768,10678,10586,10501,10415,10330,10247,10167,10089,10015,9942,9873,9805,9737,9670,9605,9532,9463,9398,9340,9290,9240,9191,9144,9098,9051,9007,8961,8917,8873,8831,8790,8748,8708,8669,8630,8592,8556,8521,8487,8452,8417,8384,8350,8317,8286,8254,8223,8193,8161,8131,8101,8072,8042,8011,7981,7949,7918,7888,7856,7825,7795,7763,7731,7698,7667,7634,7601,7567,7534,7500,7469,7435,7402,7367,7333,7298,7264,7230,7197,7162,7127,7093,7059,7024,6990,6955,6920,6886,6851,6815,6780,6745,6711,6675,6640,6607,6571,6536,6500,6463,6426,6386,6348,6307,6249,6194,6134,6077,6014,5967,5921,5875,5826,5778,5731,5686,5638,5591,5543,5497,5450,5405,5361,5315,5267,5220,5171,5121,5068,5011,4959,4906,4850,4792,4730,4670,4611,4547,4486,4418,4348,4273,4194,4113,4017,3928,3832,3727,3608,3501,3409,3337,3260,3185,3105,3021,2942,2851,2772,2683,2602,2514,2424,2335,2247,2155,2061,1963,1874,1784,1696,1647,1567,1491,1416,1332,1243,1160,1136,1102,1022,935,843,766,691,631,570,527,490,455,422,396,371,297,252,252,213,191,149,129,107,84,65,40,22,16,12,10,10,10,10,10,8,7,5,5,4,4,4
Республика Бурятия,31263,31129,30994,30860,30720,30569,30417,30262,30109,29958,29813,29665,29519,29372,29222,29069,28918,28769,28619,28469,28316,28162,28006,27853,27703,27552,27403,27255,27110,26963,26815,26675,26537,26403,26271,26091,25909,25724,25535,25345,25151,24955,24757,24562,24361,24164,23961,23754,23543,23328,23114,22902,22694,22479,22256,22030,21806,21578,21351,21126,20887,20643,20401,20156,19913,19675,19425,19165,18902,18634,18367,18097,17832,17569,17293,17012,16740,16466,16191,15920,15650,15378,15109,14838,14603,14366,14130,13897,13667,13438,13206,12975,12743,12509,12276,12039,11803,11566,11331,11105,10890,10679,10467,10250,10037,9822,9613,9406,9175,8964,8806,8667,8540,8419,8302,8195,8085,7987,7889,7792,7694,7598,7503,7408,7313,7215,7126,7042,6963,6888,6821,6753,6687,6619,6551,6483,6417,6352,6286,6219,6152,6088,6028,5984,5937,5889,5844,5796,5748,5705,5666,5632,5582,5531,5481,5427,5380,5331,5291,5243,5190,5136,5087,5042,5001,4954,4906,4860,4804,4769,4731,4699,4663,4630,4600,4566,4537,4507,4475,4444,4409,4379,4345,4316,4287,4263,4238,4199,4159,4123,4081,4046,4007,3969,3934,3902,3864,3824,3786,3767,3729,3692,3651,3608,3566,3522,3481,3449,3414,3378,3341,3298,3257,3219,3175,3141,3100,3071,3034,2991,2957,2924,2886,2857,2831,2775,2731,2682,2634,2591,2549,2501,2446,2392,2341,2303,2252,2203,2153,2110,2020,1956,1877,1833,1785,1733,1681,1633,1587,1563,1513,1467,1438,1411,1364,1313,1254,1209,1143,1124,1090,1042,1015,973,948,892,865,824,736,687,659,620,570,548,518,499,450,407,373,355,325,297,271,245,227,209,186,180,167,163,153,125,115,115,112,103,100,92,86,77,73,61,60,54,50,43,43,35,35,31,30,25,19,13,8,8,2,2
Республика Дагестан,28451,28366,28284,28203,28123,28041,27943,27847,27750,27652,27564,27462,27352,27213,27066,26918,26769,26619,26469,26314,26156,25996,25839,25681,25520,25361,25205,25047,24886,24728,24569,24413,24255,24098,23939,23781,23622,23461,23303,23147,22989,22832,22674,22516,22359,22202,22044,21889,21737,21583,21430,21278,21125,20973,20823,20673,20521,20370,20218,20069,19942,19815,19695,19571,19449,19326,19209,19099,18987,18872,18757,18651,18546,18439,18338,18234,18135,18030,17927,17820,17717,17619,17522,17424,17326,17222,17125,17026,16932,16841,16751,16661,16570,16479,16393,16306,16220,16133,16046,15961,15875,15788,15705,15619,15537,15452,15369,15283,15200,15115,15030,14944,14856,14769,14681,14597,14512,14427,14345,14264,14182,14100,14018,13935,13852,13768,13684,13599,13514,13429,13347,13264,13182,13100,13016,12933,12851,12768,12685,12600,12514,12429,12345,12260,12175,12092,12008,11925,11842,11760,11678,11598,11520,11442,11367,11292,11219,11145,11073,10999,10928,10858,10788,10716,10651,10586,10521,10458,10395,10334,10272,10210,10151,10091,10032,9974,9917,9861,9812,9763,9714,9665,9613,9565,9517,9475,9435,9392,9350,9308,9266,9223,9183,9143,9103,9062,9021,8981,8941,8901,8860,8819,8778,8735,8691,8647,8602,8560,8514,8468,8422,8374,8327,8280,8232,8184,8132,8080,8025,7968,7905,7840,7775,7707,7636,7561,7488,7415,7340,7267,7188,7103,7015,6927,6837,6745,6652,6557,6463,6367,6272,6175,6077,5970,5858,5743,5587,5463,5341,5228,5096,4955,4830,4704,4579,4455,4294,4205,4095,3982,3855,3746,3643,3553,3460,3371,3280,3192,3095,2997,2888,2772,2653,2560,2468,2372,2267,2086,1958,1798,1662,1553,1389,1231,1147,994,827,724,567,454,417,371,331,292,257,213,154,105,100,84,84,84,58,57,44,43,30,25,25,25,25,15,13,4,1,1,1,0
